timecost:0.18, lr:0.01, epoch:1, train_loss:0.7316, train_acc:68.80, val_loss:0.745017, val_acc:71.11
timecost:0.17, lr:0.01, epoch:24, train_loss:0.0004, train_acc:100.00, val_loss:0.014923, val_acc:99.44
timecost:0.17, lr:0.01, epoch:25, train_loss:0.0028, train_acc:99.91, val_loss:0.028098, val_acc:99.17
timecost:0.17, lr:0.01, epoch:26, train_loss:0.0362, train_acc:99.07, val_loss:0.070483, val_acc:97.50
timecost:0.17, lr:0.01, epoch:27, train_loss:0.0063, train_acc:99.72, val_loss:0.070605, val_acc:97.22
timecost:0.17, lr:0.01, epoch:28, train_loss:0.0018, train_acc:100.00, val_loss:0.076510, val_acc:96.67
timecost:0.17, lr:0.01, epoch:29, train_loss:0.0117, train_acc:99.72, val_loss:0.067084, val_acc:97.78
timecost:0.17, lr:0.01, epoch:30, train_loss:0.0003, train_acc:100.00, val_loss:0.062020, val_acc:98.61
timecost:0.17, lr:0.01, epoch:31, train_loss:0.0003, train_acc:100.00, val_loss:0.057657, val_acc:98.33
timecost:0.17, lr:0.01, epoch:32, train_loss:0.2783, train_acc:91.57, val_loss:0.556663, val_acc:85.56
timecost:0.17, lr:0.01, epoch:33, train_loss:0.4887, train_acc:89.26, val_loss:0.584893, val_acc:84.72
timecost:0.17, lr:0.01, epoch:34, train_loss:0.0315, train_acc:98.61, val_loss:0.166454, val_acc:94.72
timecost:0.17, lr:0.01, epoch:35, train_loss:0.0097, train_acc:99.81, val_loss:0.107592, val_acc:95.83
timecost:0.17, lr:0.01, epoch:36, train_loss:0.0006, train_acc:100.00, val_loss:0.031804, val_acc:98.61
timecost:0.17, lr:0.01, epoch:37, train_loss:0.0034, train_acc:99.91, val_loss:0.060157, val_acc:96.67
timecost:0.17, lr:0.01, epoch:38, train_loss:0.0061, train_acc:99.81, val_loss:0.050525, val_acc:98.33
timecost:0.17, lr:0.01, epoch:39, train_loss:0.0013, train_acc:100.00, val_loss:0.053956, val_acc:97.78
timecost:0.17, lr:0.01, epoch:40, train_loss:0.0401, train_acc:98.61, val_loss:0.107527, val_acc:97.22
timecost:0.17, lr:0.01, epoch:41, train_loss:0.0025, train_acc:100.00, val_loss:0.048625, val_acc:98.06
timecost:0.17, lr:0.01, epoch:42, train_loss:0.0012, train_acc:100.00, val_loss:0.059777, val_acc:97.78
timecost:0.17, lr:0.01, epoch:43, train_loss:0.0003, train_acc:100.00, val_loss:0.039230, val_acc:98.61
timecost:0.17, lr:0.01, epoch:44, train_loss:0.0013, train_acc:100.00, val_loss:0.060254, val_acc:96.94
timecost:0.17, lr:0.01, epoch:45, train_loss:0.0186, train_acc:99.35, val_loss:0.059522, val_acc:97.78
timecost:0.17, lr:0.01, epoch:46, train_loss:0.0009, train_acc:100.00, val_loss:0.094490, val_acc:97.22
timecost:0.17, lr:0.01, epoch:47, train_loss:0.0003, train_acc:100.00, val_loss:0.051310, val_acc:97.78
timecost:0.17, lr:0.01, epoch:48, train_loss:0.0001, train_acc:100.00, val_loss:0.039723, val_acc:98.61
timecost:0.17, lr:0.01, epoch:49, train_loss:0.0048, train_acc:100.00, val_loss:0.059212, val_acc:98.89
timecost:0.17, lr:0.01, epoch:50, train_loss:0.0006, train_acc:100.00, val_loss:0.112318, val_acc:95.83
timecost:0.17, lr:0.001, epoch:51, train_loss:0.0001, train_acc:100.00, val_loss:0.076005, val_acc:97.22
timecost:0.17, lr:0.001, epoch:52, train_loss:0.0001, train_acc:100.00, val_loss:0.081941, val_acc:96.94
timecost:0.17, lr:0.001, epoch:53, train_loss:0.0001, train_acc:100.00, val_loss:0.072916, val_acc:97.50
timecost:0.17, lr:0.001, epoch:54, train_loss:0.0001, train_acc:100.00, val_loss:0.061625, val_acc:98.06
timecost:0.17, lr:0.001, epoch:55, train_loss:0.0001, train_acc:100.00, val_loss:0.065656, val_acc:98.33
timecost:0.17, lr:0.001, epoch:56, train_loss:0.0001, train_acc:100.00, val_loss:0.052836, val_acc:98.33
timecost:0.17, lr:0.001, epoch:57, train_loss:0.0001, train_acc:100.00, val_loss:0.055478, val_acc:98.61
timecost:0.17, lr:0.001, epoch:58, train_loss:0.0001, train_acc:100.00, val_loss:0.055163, val_acc:98.61
timecost:0.17, lr:0.001, epoch:59, train_loss:0.0001, train_acc:100.00, val_loss:0.058266, val_acc:98.06
timecost:0.17, lr:0.001, epoch:60, train_loss:0.0001, train_acc:100.00, val_loss:0.054802, val_acc:98.33
