timecost:0.41, lr:0.01, epoch:1, train_loss:2.5842, train_acc:15.30, val_loss:2.623300, val_acc:14.16
timecost:0.40, lr:0.01, epoch:35, train_loss:0.0020, train_acc:99.93, val_loss:0.048794, val_acc:98.30
timecost:0.40, lr:0.01, epoch:36, train_loss:0.0002, train_acc:100.00, val_loss:0.042452, val_acc:99.15
timecost:0.40, lr:0.01, epoch:37, train_loss:0.0005, train_acc:100.00, val_loss:0.042069, val_acc:98.02
timecost:0.40, lr:0.01, epoch:38, train_loss:0.0064, train_acc:99.86, val_loss:0.055681, val_acc:98.02
timecost:0.40, lr:0.01, epoch:39, train_loss:0.0003, train_acc:100.00, val_loss:0.039768, val_acc:98.87
timecost:0.40, lr:0.01, epoch:40, train_loss:0.0002, train_acc:100.00, val_loss:0.038665, val_acc:98.58
timecost:0.40, lr:0.01, epoch:41, train_loss:0.0001, train_acc:100.00, val_loss:0.040570, val_acc:98.87
timecost:0.40, lr:0.01, epoch:42, train_loss:0.0001, train_acc:100.00, val_loss:0.038450, val_acc:98.87
timecost:0.40, lr:0.01, epoch:43, train_loss:0.0001, train_acc:100.00, val_loss:0.038381, val_acc:98.58
timecost:0.40, lr:0.01, epoch:44, train_loss:0.0001, train_acc:100.00, val_loss:0.039339, val_acc:98.87
timecost:0.40, lr:0.01, epoch:45, train_loss:0.0001, train_acc:100.00, val_loss:0.034669, val_acc:98.87
timecost:0.40, lr:0.01, epoch:46, train_loss:0.0001, train_acc:100.00, val_loss:0.036988, val_acc:99.15
timecost:0.40, lr:0.01, epoch:47, train_loss:0.0000, train_acc:100.00, val_loss:0.038572, val_acc:98.87
timecost:0.40, lr:0.01, epoch:48, train_loss:0.0000, train_acc:100.00, val_loss:0.040230, val_acc:98.58
timecost:0.40, lr:0.01, epoch:49, train_loss:0.0000, train_acc:100.00, val_loss:0.041068, val_acc:99.15
timecost:0.40, lr:0.01, epoch:50, train_loss:0.0000, train_acc:100.00, val_loss:0.036901, val_acc:99.15
timecost:0.40, lr:0.001, epoch:51, train_loss:0.0000, train_acc:100.00, val_loss:0.037560, val_acc:98.87
timecost:0.40, lr:0.001, epoch:52, train_loss:0.0000, train_acc:100.00, val_loss:0.038478, val_acc:99.43
timecost:0.40, lr:0.001, epoch:53, train_loss:0.0000, train_acc:100.00, val_loss:0.041454, val_acc:99.15
timecost:0.40, lr:0.001, epoch:54, train_loss:0.0000, train_acc:100.00, val_loss:0.038917, val_acc:99.15
timecost:0.40, lr:0.001, epoch:55, train_loss:0.0000, train_acc:100.00, val_loss:0.037229, val_acc:99.15
timecost:0.40, lr:0.001, epoch:56, train_loss:0.0000, train_acc:100.00, val_loss:0.040709, val_acc:99.15
timecost:0.40, lr:0.001, epoch:57, train_loss:0.0000, train_acc:100.00, val_loss:0.038830, val_acc:98.87
timecost:0.40, lr:0.001, epoch:58, train_loss:0.0000, train_acc:100.00, val_loss:0.039757, val_acc:98.87
timecost:0.40, lr:0.001, epoch:59, train_loss:0.0000, train_acc:100.00, val_loss:0.037694, val_acc:99.43
timecost:0.40, lr:0.001, epoch:60, train_loss:0.0000, train_acc:100.00, val_loss:0.038946, val_acc:99.15
